"","species","category","hypothesis","code","name","iucn_name","n_ex_total","num_experts_rel","cvoi_mean","cvoi_lci","cvoi_uci","red_mean","red_lci","red_uci","rel_a_mean","rel_a_lci","rel_a_uci","rel_b_mean","rel_b_lci","rel_b_uci","rel_both_mean","rel_both_lci","rel_both_uci","mag_mean","mag_lci","mag_uci"
"119","SNPL","Harmful native species interactions",7,"H7","Seabird Colonization","Invasive & other problematic species, genes & diseases",12,2,0.0625,0,0.337499999999999,2,2,2,0.166666666666667,0,1,0.0833333333333333,0,0.449999999999999,0.0208333333333333,0,0.1125,0.583333333333333,0,3.45
"120","SNPL","Human infrastructure",8,"H8","Oil Platforms","Energy production & mining",12,3,0.104166666666667,0,0.6125,1.33333333333333,1,1.9,0.25,0,1,0.166666666666667,0,1,0.0416666666666667,0,0.25,0.666666666666667,0,3
"121","SNPL","Human infrastructure",9,"H9","Offshore Wind","Energy production & mining",12,3,0.270833333333333,0,1.225,2.33333333333333,2,2.9,0.25,0,1,0.416666666666667,0,2,0.104166666666667,0,0.5,0.666666666666667,0,3
"122","SNPL","Human infrastructure",10,"H10","Shipping Traffic","Transportation & service corridors",12,1,0.0416666666666667,0,0.225,1,1,1,0.0833333333333333,0,0.449999999999999,0.0833333333333333,0,0.449999999999999,0.0208333333333333,0,0.1125,0.166666666666667,0,0.899999999999999
"123","SNPL","Human infrastructure",11,"H11","Artificial Light","Pollution",12,4,0.354166666666667,0,1.425,1.75,1.15,2,0.333333333333333,0,1,0.5,0,1.9,0.125,0,0.475,0.916666666666667,0,3
"124","SNPL","Invasive species",12,"H12","Invasive Plants","Invasive & other problematic species, genes & diseases",12,9,0.708333333333333,0,2.575,2.88888888888889,2,4,1.33333333333333,0,3,1.75,0,3,0.833333333333333,0,2.25,0.833333333333333,0,2
"125","SNPL","Invasive species",13,"H13","Black Rats","Invasive & other problematic species, genes & diseases",12,9,1.60416666666667,0,6,3.11111111111111,1,4,1.83333333333333,0,3.45,2.66666666666667,0,4,1.70833333333333,0,3.45,0.833333333333333,0,2.45
"126","SNPL","Invasive species",14,"H14","New Invasive Species","Invasive & other problematic species, genes & diseases",12,12,1.89583333333333,0,7.3125,2.66666666666667,0.55,4,2.66666666666667,1.55,4,3.41666666666667,2.55,4,2.3125,1,4,0.833333333333333,0,2.45
"127","SNPL","Pollution",15,"H15","Oil Spills","Pollution",12,11,0.416666666666667,0,2.3,1.72727272727273,0,3.5,2.16666666666667,0.55,4,1.33333333333333,0,2.45,0.854166666666667,0,2.1125,0.333333333333333,0,1.45
"128","SNPL","Pollution",16,"H16","Residual DDT","Pollution",12,10,0.0833333333333333,0,0.5,2.6,1,4,0.916666666666667,0,1.45,0.5,0,2.35,0.125,0,0.5875,1.75,0,3.45
"129","SNPL","Pollution",17,"H17","Contaminants","Pollution",12,11,0.291666666666667,0,0.949999999999999,2,0.5,3,1.16666666666667,0.55,2.45,0.5,0,1.45,0.125,0,0.3625,2.33333333333333,1.1,3
"130","SNPL","Projected climate change impacts",18,"H18","Sea Level Rise","Climate change & severe weather",12,12,0.416666666666667,0,1.225,2.25,1,3.45,2.16666666666667,1.55,3,0.666666666666667,0,1.45,0.375,0,1.0875,1.33333333333333,0.55,2
"131","SNPL","Projected climate change impacts",19,"H19","Marine Productivity","Climate change & severe weather",12,10,0,0,0,1.9,0.45,3.55,1.5,0,3,0,0,0,0,0,0,1.16666666666667,0,2.45
"132","SNPL","Projected climate change impacts",20,"H20","Sea Surface Temperature","Climate change & severe weather",12,11,0,0,0,2,0.5,3.5,1.58333333333333,0.55,3,0,0,0,0,0,0,1.41666666666667,0,2.45
"133","SNPL","Projected climate change impacts",21,"H21","Precipitation","Climate change & severe weather",12,6,0.541666666666667,0,2.85,2.16666666666667,1,3,0.666666666666667,0,1.9,0.583333333333333,0,2.45,0.270833333333333,0,1.2875,0.916666666666667,0,2.45
"134","SNPL","Projected climate change impacts",22,"H22","Ambient Temperature","Climate change & severe weather",12,11,0.208333333333333,0,0.8625,2.18181818181818,1,3.5,1.33333333333333,0.55,2.45,0.416666666666667,0,1.45,0.104166666666667,0,0.3625,1.83333333333333,0,3
"135","SNPL","Projected climate change impacts",23,"H23","Marine Heat Waves","Climate change & severe weather",12,9,0,0,0,2.11111111111111,1,3.6,1.16666666666667,0,2.45,0,0,0,0,0,0,1.5,0,3
"136","SNPL","Projected climate change impacts",24,"H24","Storm Events","Climate change & severe weather",12,12,0.791666666666667,0,3.2625,2,0.55,4,2.16666666666667,1,3,0.666666666666667,0,2.45,0.458333333333333,0,1.8375,1.83333333333333,1,3
"137","SNPL","Projected climate change impacts",25,"H25","Wind","Climate change & severe weather",12,9,0,0,0,1.66666666666667,0.4,3,1.5,0,3,0,0,0,0,0,0,2.08333333333333,0,3
"138","SNPL","Toxins/diseases/parasites",26,"H26","Harmful Algal Blooms","Invasive & other problematic species, genes & diseases",12,7,0.145833333333333,0,0.812499999999999,1.85714285714286,1,3,0.833333333333333,0,2.45,0.25,0,1.45,0.0625,0,0.3625,1.16666666666667,0,3
"139","SNPL","Toxins/diseases/parasites",27,"H27","Disease","Invasive & other problematic species, genes & diseases",12,11,0.458333333333333,0,2.1125,2.45454545454545,1,3.5,2.16666666666667,0.55,3.45,0.583333333333333,0,1.45,0.354166666666667,0,1.0875,1.75,0,3.45
"140","SNPL","Toxins/diseases/parasites",28,"H28","Parasites","Invasive & other problematic species, genes & diseases",12,8,0.0416666666666667,0,0.225,1.75,0.35,3,0.75,0,1.45,0.0833333333333333,0,0.449999999999999,0.0208333333333333,0,0.1125,1.83333333333333,0,3
"141","WEGU","Disturbance",1,"H1","Overflights","Transportation & service corridors",12,10,0.9375,0,2.25,3.2,1.45,4,1,0,2,2.5,0,3,0.75,0,1.5,1.08333333333333,0,3
"142","WEGU","Disturbance",2,"H2","Recreation","Human intrusions & disturbance",12,11,1.22916666666667,0,3.675,3.18181818181818,2,4,1.58333333333333,0.55,2,2.75,1.1,3.45,1.1875,0.4125,1.725,1,0,2.45
"143","WEGU","Fisheries",3,"H3","Fishery Equipment","Biological resource use",12,12,0.625,0,1.725,2.33333333333333,1,3.45,1.58333333333333,1,2.45,1.91666666666667,1,3,0.75,0.25,1.225,0.833333333333333,0,2
"144","WEGU","Fisheries",4,"H4","Overfishing","Biological resource use",12,10,1.27083333333333,0,3,2,1,3,1.25,0,2,1.75,0,3,0.666666666666667,0,1.225,1.58333333333333,0,3
"145","WEGU","Harmful native species interactions",5,"H5","Native Predators","Invasive & other problematic species, genes & diseases",12,9,0.625,0,1.8375,3.11111111111111,1,4,1.16666666666667,0,2.45,1.41666666666667,0,3,0.583333333333333,0,1.5625,0.916666666666667,0,2
"146","WEGU","Harmful native species interactions",6,"H6","Pinnipeds","Invasive & other problematic species, genes & diseases",12,4,0.208333333333333,0,1,3,2.15,3.85,0.416666666666667,0,1.45,0.75,0,2.45,0.25,0,0.949999999999999,0.416666666666667,0,2
"147","WEGU","Harmful native species interactions",7,"H7","Seabird Colonization","Invasive & other problematic species, genes & diseases",12,6,0.3125,0,0.8625,1.33333333333333,0,3.5,0.5,0,1,0.5,0,1.45,0.125,0,0.3625,1.41666666666667,0,3.45
"148","WEGU","Human infrastructure",8,"H8","Oil Platforms","Energy production & mining",12,8,0.583333333333333,0,1.8375,1.875,1,3,0.75,0,1.45,0.833333333333333,0,2.45,0.208333333333333,0,0.6125,1.66666666666667,0,3
"149","WEGU","Human infrastructure",9,"H9","Offshore Wind","Energy production & mining",12,10,1.25,0,3,2.8,2,4,1.16666666666667,0,2,1.58333333333333,0,2.45,0.541666666666667,0,1.225,1.83333333333333,0,3
"150","WEGU","Human infrastructure",10,"H10","Shipping Traffic","Transportation & service corridors",12,6,0.416666666666667,0,1.5,1.66666666666667,0.25,3,0.5,0,1,0.583333333333333,0,2,0.145833333333333,0,0.5,1.5,0,3.45
"151","WEGU","Human infrastructure",11,"H11","Artificial Light","Pollution",12,8,0.833333333333333,0,1.8375,1.875,1,2.65,0.666666666666667,0,1,1.41666666666667,0,3,0.354166666666667,0,0.75,1.66666666666667,0,3
"152","WEGU","Invasive species",12,"H12","Invasive Plants","Invasive & other problematic species, genes & diseases",12,9,0.5,0,1.5,2.77777777777778,2,3.6,1.08333333333333,0,2,1.75,0,3,0.666666666666667,0,1.5,0.75,0,2
"153","WEGU","Invasive species",13,"H13","Black Rats","Invasive & other problematic species, genes & diseases",12,11,2.04166666666667,0,5.175,3,1,4,1.33333333333333,0.55,2.45,3.16666666666667,0.55,4,1.14583333333333,0.1375,2.1125,1.66666666666667,0,3
"154","WEGU","Invasive species",14,"H14","New Invasive Species","Invasive & other problematic species, genes & diseases",12,12,1.25,0,3.675,2.66666666666667,0.55,4,2.08333333333333,1,3.45,3.41666666666667,2.55,4,1.8125,0.775,3.45,0.916666666666667,0,2.45
"155","WEGU","Pollution",15,"H15","Oil Spills","Pollution",12,12,0.270833333333333,0,1.2875,1.83333333333333,0,3.45,2.16666666666667,1,3.45,1.33333333333333,0,2.45,0.75,0,2.1125,0.333333333333333,0,1
"156","WEGU","Pollution",16,"H16","Residual DDT","Pollution",12,11,0.4375,0,1.9,2.72727272727273,0.5,4,1.33333333333333,0.55,2,0.75,0,2.9,0.270833333333333,0,1,1.66666666666667,0.55,3
"157","WEGU","Pollution",17,"H17","Contaminants","Pollution",12,12,0.791666666666667,0,3.675,2.16666666666667,0.55,3.45,1.66666666666667,1,2.45,0.666666666666667,0,2.45,0.291666666666667,0,1.225,2.41666666666667,2,3
"158","WEGU","Projected climate change impacts",18,"H18","Sea Level Rise","Climate change & severe weather",12,5,0.25,0,1,2.4,1,3.8,0.583333333333333,0,2,0.416666666666667,0,1.45,0.166666666666667,0,0.725,0.666666666666667,0,2
"159","WEGU","Projected climate change impacts",19,"H19","Marine Productivity","Climate change & severe weather",12,12,0,0,0,2,0.55,3.45,2,1,4,0,0,0,0,0,0,1.25,0,2
"160","WEGU","Projected climate change impacts",20,"H20","Sea Surface Temperature","Climate change & severe weather",12,12,0,0,0,2.16666666666667,0.55,3.45,1.83333333333333,1,4,0,0,0,0,0,0,1.33333333333333,0,2
"161","WEGU","Projected climate change impacts",21,"H21","Precipitation","Climate change & severe weather",12,10,0.854166666666667,0,3,2.2,1,3,1.25,0,2.45,1.08333333333333,0,2.45,0.416666666666667,0,1.225,1.41666666666667,0,2.45
"162","WEGU","Projected climate change impacts",22,"H22","Ambient Temperature","Climate change & severe weather",12,11,0.583333333333333,0,2,2.36363636363636,1,3.5,1.58333333333333,0.55,2.45,0.75,0,2,0.333333333333333,0,1,1.66666666666667,0,2.45
"163","WEGU","Projected climate change impacts",23,"H23","Marine Heat Waves","Climate change & severe weather",12,11,0,0,0,2.09090909090909,1,3.5,1.41666666666667,0.55,2.45,0,0,0,0,0,0,1.33333333333333,0,2
"164","WEGU","Projected climate change impacts",24,"H24","Storm Events","Climate change & severe weather",12,9,0.5,0,1.9,2.22222222222222,0.4,4,1.16666666666667,0,2,0.5,0,1.45,0.208333333333333,0,0.725,1.5,0,3
"165","WEGU","Projected climate change impacts",25,"H25","Wind","Climate change & severe weather",12,10,0,0,0,1.6,0.45,3,1.33333333333333,0,2.45,0,0,0,0,0,0,2.41666666666667,0,3.45
"166","WEGU","Toxins/diseases/parasites",26,"H26","Harmful Algal Blooms","Invasive & other problematic species, genes & diseases",12,12,0.291666666666667,0,1.4875,1.75,1,3,1.16666666666667,1,2,0.333333333333333,0,1.45,0.125,0,0.5875,1.83333333333333,1,3
"167","WEGU","Toxins/diseases/parasites",27,"H27","Disease","Invasive & other problematic species, genes & diseases",12,11,0.541666666666667,0,1.8375,2.54545454545455,1,3.5,2.41666666666667,0.55,3.45,0.75,0,1.45,0.520833333333333,0,1.3125,1.41666666666667,0,3
"168","WEGU","Toxins/diseases/parasites",28,"H28","Parasites","Invasive & other problematic species, genes & diseases",12,10,0.0833333333333333,0,0.5,2.1,1,3,0.916666666666667,0,1.45,0.166666666666667,0,1,0.0416666666666667,0,0.25,2.16666666666667,0,3
